Palabra Original,Palabra Más Similar,Distancia de Levenshtein,proportion Palabra Original,proportion Palabra Más Similar
digestion,deception,3,4.761882086275779e-06,1.428564625882734e-05
perception,deception,2,4.761882086275779e-06,1.428564625882734e-05
description,deception,3,4.761882086275779e-06,1.428564625882734e-05
religions,religion,1,5.238070294903357e-05,0.0439997904771882
falcons,falconry,2,4.761882086275779e-06,4.761882086275779e-06
entropy,europe,3,9.523764172551558e-06,0.0003761886848157866
europeans,europe,3,4.761882086275779e-06,0.0003761886848157866
north carolina,south carolina,2,8.095199546668825e-05,1.428564625882734e-05
obi,ohio,2,4.761882086275779e-06,1.428564625882734e-05
paper work,paper toys,3,9.523764172551558e-06,4.761882086275779e-06
bronze age,baronetage,3,9.523764172551558e-06,9.523764172551558e-06
gunsmiths,goldsmiths,3,1.428564625882734e-05,4.761882086275779e-06
snipers,singers,3,4.761882086275779e-06,4.7618820862757796e-05
fingers,singers,1,4.761882086275779e-06,4.7618820862757796e-05
lesbians,lesbianism,2,7.14282312941367e-05,9.523764172551558e-06
messianism,lesbianism,2,4.761882086275779e-06,9.523764172551558e-06
liberalism,idealism,3,1.428564625882734e-05,1.9047528345103117e-05
customers,elastomers,3,4.761882086275779e-06,4.761882086275779e-06
alphabet,alphabets,1,0.00010476140589806715,2.3809410431378898e-05
civilization islamic,civilization hispanic,3,1.9047528345103117e-05,4.761882086275779e-06
plantations,incantations,3,9.523764172551558e-06,4.761882086275779e-06
escapes,escape,1,3.8095056690206234e-05,4.761882086275779e-06
data base management,database management,1,4.761882086275779e-06,6.666634920786091e-05
ghost stories,short stories,2,0.00012380893424317028,0.0001666658730196523
sports stories,short stories,2,9.523764172551558e-06,0.0001666658730196523
short story,short stories,3,4.761882086275779e-06,0.0001666658730196523
school stories,short stories,3,4.761882086275779e-06,0.0001666658730196523
animals in art,angels in art,3,3.3333174603930456e-05,4.761882086275779e-06
electrical engineering,electric engineering,2,3.8095056690206234e-05,1.428564625882734e-05
abused women,abused men,2,3.8095056690206234e-05,4.761882086275779e-06
abusive men,abused men,3,4.761882086275779e-06,4.761882086275779e-06
blizzards,lizards,2,2.3809410431378898e-05,9.523764172551558e-06
wizards,lizards,1,9.523764172551558e-06,9.523764172551558e-06
bodybuilding,boatbuilding,2,3.3333174603930456e-05,2.857129251765468e-05
cookware,cookery,3,4.761882086275779e-06,0.0001666658730196523
joinery,cookery,3,4.761882086275779e-06,0.0001666658730196523
coroners,cookery,3,4.761882086275779e-06,0.0001666658730196523
legends,deeds,3,7.14282312941367e-05,9.523764172551558e-06
weeds,deeds,1,1.428564625882734e-05,9.523764172551558e-06
seeds,deeds,1,9.523764172551558e-06,9.523764172551558e-06
creeds,deeds,2,4.761882086275779e-06,9.523764172551558e-06
concord,cancer,3,4.761882086275779e-06,0.00015714210884710072
dancers,cancer,2,1.428564625882734e-05,0.00015714210884710072
marriage,remarriage,2,0.00015714210884710072,4.761882086275779e-06
arizona,arion,2,8.571387755296404e-05,4.761882086275779e-06
arson,arion,1,4.761882086275779e-06,4.761882086275779e-06
irons pressing,cross dressing,3,4.761882086275779e-06,1.428564625882734e-05
cross dressers,cross dressing,3,4.761882086275779e-06,1.428564625882734e-05
bullies,bullets,2,2.3809410431378898e-05,4.761882086275779e-06
civilization hispanic,civilization islamic,3,4.761882086275779e-06,1.9047528345103117e-05
baths,bats,1,3.8095056690206234e-05,1.428564625882734e-05
battles,bottles,1,2.857129251765468e-05,1.9047528345103117e-05
eye,age,2,2.857129251765468e-05,4.761882086275779e-06
agape,age,2,9.523764172551558e-06,4.761882086275779e-06
aged,age,1,2.3809410431378898e-05,4.761882086275779e-06
fantasy comic books strips etc,fantastic comic books strips etc,3,1.9047528345103117e-05,4.761882086275779e-06
sharing,whaling,2,4.761882086275779e-06,1.428564625882734e-05
weaving,whaling,2,4.761882086275779e-06,1.428564625882734e-05
new age music,new wave music,2,9.523764172551558e-06,4.761882086275779e-06
shock,shoes,2,4.761882086275779e-06,9.523764172551558e-06
fox hunting,job hunting,2,2.3809410431378898e-05,3.3333174603930456e-05
elk hunting,job hunting,3,9.523764172551558e-06,3.3333174603930456e-05
coon hunting,job hunting,3,4.761882086275779e-06,3.3333174603930456e-05
gerbils,herbals,2,4.761882086275779e-06,4.761882086275779e-06
civil law,civil war,2,1.9047528345103117e-05,1.9047528345103117e-05
mathematicians,mathematics,3,2.3809410431378898e-05,0.00549521192756225
labor supply,water supply,3,4.761882086275779e-06,4.761882086275779e-06
cooking herbs,cooking eggs,3,2.857129251765468e-05,4.761882086275779e-06
quick and easy cooking,quick and easy cookery,3,3.3333174603930456e-05,4.761882086275779e-06
algeria,algebra,2,2.3809410431378898e-05,0.00015714210884710072
alhambra,algebra,3,4.761882086275779e-06,0.00015714210884710072
biomechanics,mechanics,3,9.523764172551558e-06,9.523764172551558e-06
burma,burial,2,6.190446712158514e-05,4.761882086275779e-06
antiquities,antiques,3,5.238070294903357e-05,0.0033571268708244245
geometry,biometry,2,5.714258503530936e-05,9.523764172551558e-06
basketball players,baseball players,2,1.9047528345103117e-05,5.714258503530936e-05
whaling,sharing,2,1.428564625882734e-05,4.761882086275779e-06
assaying,sharing,3,4.761882086275779e-06,4.761882086275779e-06
snoring,sharing,2,4.761882086275779e-06,4.761882086275779e-06
inuit,india,2,4.761882086275779e-06,0.0002619035147451679
south africa,south america,2,4.7618820862757796e-05,9.523764172551558e-06
north america,south america,2,9.523764172551558e-06,9.523764172551558e-06
gambling,tumbling,2,3.3333174603930456e-05,4.761882086275779e-06
air,hair,1,3.8095056690206234e-05,4.761882086275779e-06
hail,hair,1,9.523764172551558e-06,4.761882086275779e-06
alchemy,archery,2,4.7618820862757796e-05,3.8095056690206234e-05
archers,archery,1,9.523764172551558e-06,3.8095056690206234e-05
arnheim,archery,3,4.761882086275779e-06,3.8095056690206234e-05
talbot county ga,walton county ga,3,4.761882086275779e-06,4.761882086275779e-06
fathers and daughters,mothers and daughters,2,4.285693877648202e-05,1.428564625882734e-05
tennis,penis,2,5.238070294903357e-05,9.523764172551558e-06
housing,cousins,2,2.857129251765468e-05,5.238070294903357e-05
batman fictitious character,catwoman fictitious character,3,3.8095056690206234e-05,4.761882086275779e-06
painters,vinters,2,9.047575963923981e-05,4.761882086275779e-06
vintners,vinters,1,4.761882086275779e-06,4.761882086275779e-06
mystery,history,3,2.3809410431378898e-05,0.0433331269851096
pistols,history,3,1.428564625882734e-05,0.0433331269851096
histology,history,3,4.761882086275779e-06,0.0433331269851096
ivory,history,3,4.761882086275779e-06,0.0433331269851096
hosiery,history,3,4.761882086275779e-06,0.0433331269851096
anecdotes,anemones,3,2.857129251765468e-05,4.761882086275779e-06
mnemonics,anemones,3,1.428564625882734e-05,4.761882086275779e-06
virtues,virtue,1,4.761882086275779e-06,4.761882086275779e-06
auditing,editing,2,1.428564625882734e-05,4.761882086275779e-06
scientists,adventists,3,1.9047528345103117e-05,1.428564625882734e-05
dentists,adventists,2,1.428564625882734e-05,1.428564625882734e-05
cookery ukrainian,cooking ukrainian,3,4.761882086275779e-06,4.761882086275779e-06
rap musicians,jazz musicians,3,2.3809410431378898e-05,3.3333174603930456e-05
iceland,ireland,1,9.523764172551558e-06,0.00019523716553730697
maryland,ireland,3,4.7618820862757796e-05,0.00019523716553730697
shorthand,scotland,3,5.714258503530936e-05,0.00013333269841572183
diplomacy,diplomats,2,4.761882086275779e-06,2.857129251765468e-05
colombia,columbidae,3,2.3809410431378898e-05,4.761882086275779e-06
east indians,yana indians,3,9.523764172551558e-06,9.523764172551558e-06
haida indians,yana indians,3,4.761882086275779e-06,9.523764172551558e-06
twana indians,yana indians,2,4.761882086275779e-06,9.523764172551558e-06
zuni indians,yana indians,3,4.761882086275779e-06,9.523764172551558e-06
drugs,rugs,1,9.999952381179138e-05,2.3809410431378898e-05
lion,moon,2,1.9047528345103117e-05,1.428564625882734e-05
corn,moon,2,9.523764172551558e-06,1.428564625882734e-05
punk rock music,folk rock music,3,1.428564625882734e-05,4.761882086275779e-06
adoptees,apostles,3,2.3809410431378898e-05,2.857129251765468e-05
poodles,apostles,3,4.761882086275779e-06,2.857129251765468e-05
electric welding,electric wiring,3,1.428564625882734e-05,9.523764172551558e-06
applause,applique,3,4.761882086275779e-06,3.8095056690206234e-05
horror tales,horror films,3,0.00012380893424317028,3.3333174603930456e-05
nobility,ability,2,3.3333174603930456e-05,9.523764172551558e-06
ambiguity,ability,3,4.761882086275779e-06,9.523764172551558e-06
autonomy,astronomy,2,9.523764172551558e-06,0.00022380845805496165
astrology,astronomy,2,0.00022857034014123743,0.00022380845805496165
korean language,german language,3,1.9047528345103117e-05,0.00015238022676082494
german lanaguge,german language,2,4.761882086275779e-06,0.00015238022676082494
persian language,german language,3,4.761882086275779e-06,0.00015238022676082494
germanic languages,german language,3,4.761882086275779e-06,0.00015238022676082494
railroad travel,railroad trains,3,2.3809410431378898e-05,4.761882086275779e-06
breast,bread,2,3.8095056690206234e-05,5.714258503530936e-05
welding,walking,2,4.761882086275779e-06,9.523764172551558e-06
clowns,clouds,2,2.857129251765468e-05,1.428564625882734e-05
middle west,middle east,2,1.428564625882734e-05,5.714258503530936e-05
coaches athletics,coaching athletics,3,4.761882086275779e-06,4.761882086275779e-06
commons,mormons,2,9.523764172551558e-06,7.619011338041247e-05
moutons,mormons,2,4.761882086275779e-06,7.619011338041247e-05
mormonism,mormons,2,4.761882086275779e-06,7.619011338041247e-05
musicals,musicians,2,7.619011338041247e-05,4.285693877648202e-05
magicians,musicians,2,2.3809410431378898e-05,4.285693877648202e-05
poetry modern,geometry modern,3,1.9047528345103117e-05,4.761882086275779e-06
cutlery,butlers,2,4.761882086275779e-06,9.523764172551558e-06
outlaws,butlers,3,1.9047528345103117e-05,9.523764172551558e-06
nude in art,fire in art,3,9.523764172551558e-06,4.761882086275779e-06
birds in art,fire in art,3,4.761882086275779e-06,4.761882086275779e-06
single mothres,single mothers,2,4.761882086275779e-06,9.523764172551558e-06
birds in literature,horns in literature,3,9.523764172551558e-06,4.761882086275779e-06
dogs in literature,horns in literature,3,4.761882086275779e-06,4.761882086275779e-06
readers,healers,2,0.0002095228117961343,1.428564625882734e-05
heraldry,healers,3,1.9047528345103117e-05,1.428564625882734e-05
spellers,healers,3,1.9047528345103117e-05,1.428564625882734e-05
epic literature,celtic literature,3,4.761882086275779e-06,4.761882086275779e-06
erotic literature,celtic literature,3,1.9047528345103117e-05,4.761882086275779e-06
dutch americans,czech americans,3,9.523764172551558e-06,9.523764172551558e-06
athletics,athletes,2,1.428564625882734e-05,2.3809410431378898e-05
atheletes,athletes,1,4.761882086275779e-06,2.3809410431378898e-05
meditation,meditations,1,0.00010476140589806715,8.571387755296404e-05
citations,meditations,3,4.761882086275779e-06,8.571387755296404e-05
abenaki indians,abnaki indians,1,9.523764172551558e-06,4.761882086275779e-06
masochism,fascism,3,4.761882086275779e-06,2.857129251765468e-05
racism,fascism,2,4.761882086275779e-06,2.857129251765468e-05
cabala,canada,2,4.285693877648202e-05,0.0003761886848157866
nevada,canada,3,1.428564625882734e-05,0.0003761886848157866
uganda,canada,3,4.761882086275779e-06,0.0003761886848157866
canals,canada,2,4.761882086275779e-06,0.0003761886848157866
candy,canada,2,2.3809410431378898e-05,0.0003761886848157866
canna,canada,2,4.761882086275779e-06,0.0003761886848157866
sahara,canada,3,4.761882086275779e-06,0.0003761886848157866
war horses,war stories,3,4.761882086275779e-06,1.9047528345103117e-05
motorcycling,motorcycles,3,9.523764172551558e-06,1.9047528345103117e-05
editions,emotions,2,9.523764172551559e-05,4.285693877648202e-05
onions,emotions,3,4.761882086275779e-06,4.285693877648202e-05
erosion,emotions,3,4.761882086275779e-06,4.285693877648202e-05
basketball,baseball,2,4.7618820862757796e-05,0.00021428469388241008
polynesia,polyhedra,3,1.428564625882734e-05,4.761882086275779e-06
epic poetry,indic poetry,3,1.428564625882734e-05,9.523764172551558e-06
latin america,latin americans,2,9.523764172551559e-05,9.523764172551558e-06
alligators,animators,3,2.3809410431378898e-05,4.761882086275779e-06
sex instruction for women,sex instruction for men,2,9.523764172551558e-06,4.761882086275779e-06
christian ficiton,christian fiction,2,4.761882086275779e-06,0.00015238022676082494
oceania,ocean,2,2.3809410431378898e-05,9.523764172551558e-06
soybean,ocean,3,1.428564625882734e-05,9.523764172551558e-06
gerontology,demonology,3,4.761882086275779e-06,5.238070294903357e-05
bathrooms,bedrooms,3,9.523764172551558e-06,4.761882086275779e-06
germans,germany,1,2.857129251765468e-05,0.00030476045352164987
harmony,germany,3,3.3333174603930456e-05,0.00030476045352164987
entertaining,entertainers,3,3.8095056690206234e-05,3.3333174603930456e-05
rock musicians,folk musicians,2,0.00017142775510592807,4.761882086275779e-06
christian education,christian educators,3,6.666634920786091e-05,4.761882086275779e-06
parapsychology,parapshchology,1,7.14282312941367e-05,4.761882086275779e-06
mental healing,mental health,3,4.7618820862757796e-05,1.9047528345103117e-05
tales,wales,1,5.238070294903357e-05,1.9047528345103117e-05
whales,wales,1,9.523764172551558e-06,1.9047528345103117e-05
walrus,wales,2,4.761882086275779e-06,1.9047528345103117e-05
mothers,brothers,2,2.857129251765468e-05,9.999952381179138e-05
brokers,brothers,2,1.9047528345103117e-05,9.999952381179138e-05
folly,dolls,2,4.761882086275779e-06,0.00011904705215689449
soils,dolls,2,1.428564625882734e-05,0.00011904705215689449
trolls,dolls,2,4.761882086275779e-06,0.00011904705215689449
owls,dolls,2,9.523764172551558e-06,0.00011904705215689449
architects,architecture,3,0.00011428517007061872,0.004514264217789439
radon,radio,2,4.761882086275779e-06,6.666634920786091e-05
radar,radio,2,1.9047528345103117e-05,6.666634920786091e-05
credit,radio,3,4.761882086275779e-06,6.666634920786091e-05
executives,detectives,3,1.428564625882734e-05,1.9047528345103117e-05
cat breeds,dog breeds,3,9.523764172551558e-06,1.9047528345103117e-05
dog breeders,dog breeds,2,4.761882086275779e-06,1.9047528345103117e-05
healing,heating,1,2.857129251765468e-05,4.761882086275779e-06
rabbits,rabbis,1,6.666634920786091e-05,4.761882086275779e-06
bedrooms,bathrooms,3,4.761882086275779e-06,9.523764172551558e-06
mushrooms,bathrooms,3,1.9047528345103117e-05,9.523764172551558e-06
man theology,law theology,2,4.761882086275779e-06,4.761882086275779e-06
california northern,california southern,2,1.9047528345103117e-05,4.761882086275779e-06
cooking italian,cookery italian,3,4.285693877648202e-05,3.8095056690206234e-05
cookery asian,cookery italian,3,1.428564625882734e-05,3.8095056690206234e-05
cookery iranian,cookery italian,2,9.523764172551558e-06,3.8095056690206234e-05
colors,color,1,2.857129251765468e-05,5.238070294903357e-05
physicians,physicists,2,5.238070294903357e-05,1.428564625882734e-05
quickbooks,guidebooks,3,1.9047528345103117e-05,4.761882086275779e-06
kansas,arkansas,2,2.857129251765468e-05,3.8095056690206234e-05
bengali language,nepali language,3,1.9047528345103117e-05,4.761882086275779e-06
mothers and daughters,fathers and daughters,2,1.428564625882734e-05,4.285693877648202e-05
chernobyl nuclear accident chornobyl ukraine 1986,chernobyl nuclear accident chernobyl ukraine 1986,1,4.761882086275779e-06,4.761882086275779e-06
refugees,requiems,3,4.761882086275779e-06,4.761882086275779e-06
chouans,clowns,3,4.761882086275779e-06,2.857129251765468e-05
clouds,clowns,2,1.428564625882734e-05,2.857129251765468e-05
crowds,clowns,2,9.523764172551558e-06,2.857129251765468e-05
spies,pies,1,2.857129251765468e-05,4.761882086275779e-06
customer services,customer service,1,3.3333174603930456e-05,4.761882086275779e-06
western stories,easter stories,3,8.095199546668825e-05,4.761882086275779e-06
beech,beer,2,4.761882086275779e-06,4.7618820862757796e-05
bees,beer,1,2.857129251765468e-05,4.7618820862757796e-05
deer,beer,1,2.3809410431378898e-05,4.7618820862757796e-05
beef,beer,1,4.761882086275779e-06,4.7618820862757796e-05
horse racing,horse trading,2,7.14282312941367e-05,4.761882086275779e-06
